Airline,Airline_encoded,Source,Source_encoded,Destination,Destination_encoded,Date,Month,Year,Hour,Minute,Price
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,8,25,9663
IndiGo,3,Banglore,0,Delhi,2,1,3,2019,13,0,19685
Air India,1,Kolkata,3,Banglore,0,12,5,2019,10,0,10203
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,6,30,13941
Air India,1,Banglore,0,Delhi,2,1,3,2019,21,10,25703
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,14,0,10262
SpiceJet,8,Chennai,1,Kolkata,4,1,5,2019,17,45,3543
SpiceJet,8,Kolkata,3,Banglore,0,6,4,2019,14,55,3841
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,11,30,15554
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,14,5,10844
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,17,0,12692
Jet Airways,4,Mumbai,4,Hyderabad,3,9,6,2019,19,35,3210
Air India,1,Delhi,2,Cochin,1,15,5,2019,12,0,9601
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,13,0,13377
Jet Airways,4,Kolkata,3,Banglore,0,24,3,2019,18,55,11134
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,8,55,8055
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,17,30,12242
Air India,1,Banglore,0,Delhi,2,9,3,2019,22,0,8425
SpiceJet,8,Mumbai,4,Hyderabad,3,15,6,2019,5,45,2753
SpiceJet,8,Banglore,0,Delhi,2,27,5,2019,21,10,3311
IndiGo,3,Kolkata,3,Banglore,0,12,6,2019,6,20,4226
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,8,55,26890
Multiple carriers,6,Delhi,2,Cochin,1,24,6,2019,6,0,12524
SpiceJet,8,Kolkata,3,Banglore,0,21,3,2019,17,15,3847
Jet Airways,4,Kolkata,3,Banglore,0,1,4,2019,16,30,12681
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,9,25,13882
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,9,40,15129
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,8,25,10844
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,21,25,12547
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,18,55,14178
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,16,0,14871
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,9,40,10368
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,8,0,15078
IndiGo,3,Kolkata,3,Banglore,0,21,5,2019,21,25,4804
SpiceJet,8,Kolkata,3,Banglore,0,9,5,2019,17,10,3873
SpiceJet,8,Kolkata,3,Banglore,0,24,6,2019,17,10,3841
GoAir,2,Delhi,2,Cochin,1,1,6,2019,7,0,5457
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,14,5,14781
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,21,50,15764
Vistara,10,Banglore,0,Delhi,2,12,6,2019,9,45,4668
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,11,0,9564
IndiGo,3,Delhi,2,Cochin,1,15,5,2019,6,40,7191
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,19,45,15764
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,14,5,14388
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,19,45,6540
SpiceJet,8,Banglore,0,Delhi,2,24,6,2019,9,30,3625
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,7,30,8266
SpiceJet,8,Kolkata,3,Banglore,0,18,5,2019,11,15,10944
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,16,0,5073
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,5,45,9134
Vistara,10,Kolkata,3,Banglore,0,12,6,2019,20,20,8085
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,7,0,22270
Air India,1,Kolkata,3,Banglore,0,1,4,2019,7,0,9836
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,18,35,14871
Jet Airways,4,Mumbai,4,Hyderabad,3,12,3,2019,6,30,23528
Jet Airways,4,Banglore,0,Delhi,2,6,6,2019,7,10,8016
Jet Airways,4,Banglore,0,Delhi,2,18,3,2019,7,0,12284
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,6,0,7005
IndiGo,3,Kolkata,3,Banglore,0,3,6,2019,11,30,4804
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,5,5,6827
Air India,1,Mumbai,4,Hyderabad,3,12,5,2019,6,20,3100
Jet Airways,4,Mumbai,4,Hyderabad,3,15,3,2019,19,35,2759
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,20,25,13067
GoAir,2,Banglore,0,Delhi,2,15,4,2019,20,55,3898
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,9,40,10368
SpiceJet,8,Banglore,0,Delhi,2,18,3,2019,5,45,4273
SpiceJet,8,Banglore,0,Delhi,2,24,5,2019,5,55,3311
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,9,0,15136
Multiple carriers,6,Delhi,2,Cochin,1,9,4,2019,7,5,6601
Vistara,10,Kolkata,3,Banglore,0,24,5,2019,20,20,8452
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,17,0,9314
IndiGo,3,Delhi,2,Cochin,1,1,6,2019,2,0,6386
Multiple carriers,6,Delhi,2,Cochin,1,24,6,2019,11,30,13377
Jet Airways,4,Mumbai,4,Hyderabad,3,3,3,2019,2,55,5678
Air Asia,0,Banglore,0,Delhi,2,18,5,2019,23,55,4483
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,14,0,12898
IndiGo,3,Banglore,0,Delhi,2,3,3,2019,7,10,7648
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,6,30,14571
IndiGo,3,Mumbai,4,Hyderabad,3,27,6,2019,6,25,4049
Air India,1,Banglore,0,Delhi,2,18,3,2019,8,50,11728
SpiceJet,8,Kolkata,3,Banglore,0,18,4,2019,6,55,3873
Air India,1,Delhi,2,Cochin,1,9,5,2019,20,40,7480
Jet Airways,4,Banglore,0,Delhi,2,21,6,2019,19,50,8541
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,22,50,31825
IndiGo,3,Chennai,1,Kolkata,4,1,6,2019,14,45,3597
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,21,25,13817
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,8,25,14571
Air Asia,0,Delhi,2,Cochin,1,15,6,2019,16,45,6853
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,23,5,16704
SpiceJet,8,Banglore,0,Delhi,2,27,5,2019,9,30,3573
Vistara,10,Kolkata,3,Banglore,0,15,5,2019,17,0,9345
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,5,30,13014
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,8,0,13797
Air India,1,Banglore,0,Delhi,2,3,3,2019,12,0,12358
Multiple carriers,6,Delhi,2,Cochin,1,9,3,2019,18,15,14086
IndiGo,3,Chennai,1,Kolkata,4,3,5,2019,19,35,3597
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,18,55,13731
Jet Airways,4,Delhi,2,Cochin,1,21,5,2019,19,45,12898
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,16,0,14714
Vistara,10,Banglore,0,Delhi,2,12,4,2019,11,30,5403
Jet Airways,4,Banglore,0,Delhi,2,24,6,2019,6,0,5769
Air Asia,0,Kolkata,3,Banglore,0,24,3,2019,10,20,5620
IndiGo,3,Delhi,2,Cochin,1,18,6,2019,5,35,5000
Air India,1,Delhi,2,Cochin,1,6,5,2019,9,45,7480
Air India,1,Delhi,2,Cochin,1,21,3,2019,12,20,10703
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,11,30,13727
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,20,0,14388
Air India,1,Kolkata,3,Banglore,0,6,6,2019,10,0,13033
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,8,0,22270
IndiGo,3,Delhi,2,Cochin,1,27,5,2019,21,50,6769
Air Asia,0,Kolkata,3,Banglore,0,24,5,2019,15,10,5192
Jet Airways,4,Mumbai,4,Hyderabad,3,24,5,2019,2,55,4995
IndiGo,3,Chennai,1,Kolkata,4,1,3,2019,7,55,8580
Air India,1,Delhi,2,Cochin,1,15,6,2019,12,30,7480
Jet Airways,4,Banglore,0,Delhi,2,27,4,2019,8,20,5198
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,9,40,10368
Jet Airways,4,Mumbai,4,Hyderabad,3,6,5,2019,7,5,8040
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,8,20,18909
Air India,1,Kolkata,3,Banglore,0,1,4,2019,7,0,12849
Air India,1,Delhi,2,Cochin,1,1,3,2019,9,45,22798
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,8,25,14571
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,14,5,13502
SpiceJet,8,Chennai,1,Kolkata,4,27,3,2019,17,45,3332
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,7,30,7354
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,10,0,8073
IndiGo,3,Mumbai,4,Hyderabad,3,21,3,2019,9,10,4049
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,2,15,15029
Air India,1,Delhi,2,Cochin,1,24,6,2019,9,45,10975
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,7,10,7038
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,8,0,15554
Air India,1,Banglore,0,Delhi,2,12,6,2019,21,5,5228
IndiGo,3,Delhi,2,Cochin,1,1,6,2019,2,0,5636
Air India,1,Delhi,2,Cochin,1,27,6,2019,12,0,9653
Jet Airways,4,Kolkata,3,Banglore,0,24,5,2019,18,55,8586
SpiceJet,8,Mumbai,4,Hyderabad,3,21,5,2019,13,15,2017
Vistara,10,Kolkata,3,Banglore,0,24,5,2019,20,20,9345
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,10,45,9270
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,5,30,13292
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,17,35,8098
Air India,1,Delhi,2,Cochin,1,6,6,2019,9,45,7952
IndiGo,3,Delhi,2,Cochin,1,12,6,2019,18,35,5883
Jet Airways,4,Banglore,0,Delhi,2,6,6,2019,19,50,8016
SpiceJet,8,Kolkata,3,Banglore,0,18,5,2019,17,10,4174
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,7,5,10696
Vistara,10,Banglore,0,Delhi,2,12,6,2019,17,0,4878
SpiceJet,8,Banglore,0,Delhi,2,1,4,2019,9,30,3971
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,19,0,7198
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,20,25,9314
SpiceJet,8,Banglore,0,Delhi,2,1,5,2019,9,30,4423
SpiceJet,8,Kolkata,3,Banglore,0,6,4,2019,6,55,3841
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,10,45,7154
Air India,1,Delhi,2,Cochin,1,15,6,2019,7,0,9929
Multiple carriers,6,Delhi,2,Cochin,1,9,5,2019,11,40,8266
Multiple carriers,6,Delhi,2,Cochin,1,12,6,2019,8,30,10877
IndiGo,3,Kolkata,3,Banglore,0,24,6,2019,15,15,4804
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,11,30,13587
IndiGo,3,Delhi,2,Cochin,1,6,3,2019,4,45,13611
IndiGo,3,Delhi,2,Cochin,1,6,6,2019,9,15,6628
IndiGo,3,Delhi,2,Cochin,1,12,6,2019,14,25,5601
SpiceJet,8,Delhi,2,Cochin,1,15,4,2019,6,5,5583
IndiGo,3,Banglore,0,Delhi,2,21,5,2019,10,10,3943
IndiGo,3,Banglore,0,Delhi,2,24,3,2019,4,0,4777
Jet Airways,4,Kolkata,3,Banglore,0,12,5,2019,20,0,9663
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,5,30,10368
IndiGo,3,Delhi,2,Cochin,1,15,6,2019,18,35,5883
IndiGo,3,Kolkata,3,Banglore,0,27,4,2019,11,30,4804
Vistara,10,Banglore,0,Delhi,2,3,3,2019,16,0,13383
Multiple carriers,6,Delhi,2,Cochin,1,1,6,2019,13,15,9646
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,17,0,11467
Air Asia,0,Kolkata,3,Banglore,0,12,5,2019,22,40,5192
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,6,45,13376
Air Asia,0,Banglore,0,Delhi,2,3,3,2019,23,25,6477
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,9,0,13727
Vistara,10,Kolkata,3,Banglore,0,18,5,2019,17,0,9555
Jet Airways,4,Delhi,2,Cochin,1,24,6,2019,19,10,12819
Vistara,10,Mumbai,4,Hyderabad,3,6,3,2019,10,25,12395
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,19,15,10262
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,8,25,14781
Jet Airways,4,Mumbai,4,Hyderabad,3,12,5,2019,10,20,5678
SpiceJet,8,Kolkata,3,Banglore,0,15,5,2019,15,55,7804
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,15,0,10262
Jet Airways,4,Banglore,0,Delhi,2,18,5,2019,19,50,5198
IndiGo,3,Mumbai,4,Hyderabad,3,3,5,2019,6,25,4049
Air Asia,0,Banglore,0,Delhi,2,15,6,2019,11,10,3383
Air India,1,Delhi,2,Cochin,1,27,5,2019,17,40,7174
Air India,1,Delhi,2,Cochin,1,15,5,2019,20,30,8907
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,9,40,13014
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,21,10,13584
Air Asia,0,Kolkata,3,Banglore,0,15,5,2019,22,50,4107
Jet Airways,4,Mumbai,4,Hyderabad,3,15,3,2019,2,55,2071
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,20,55,12373
Air India,1,Banglore,0,Delhi,2,12,3,2019,8,50,13303
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,16,30,8529
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,18,55,14571
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,23,5,15129
Jet Airways,4,Banglore,0,Delhi,2,9,6,2019,8,20,8016
IndiGo,3,Kolkata,3,Banglore,0,6,6,2019,21,25,4804
Air India,1,Banglore,0,Delhi,2,9,3,2019,6,50,5118
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,8,25,9663
Air India,1,Kolkata,3,Banglore,0,9,6,2019,5,50,12723
GoAir,2,Banglore,0,Delhi,2,12,5,2019,20,55,3419
Jet Airways,4,Banglore,0,Delhi,2,12,3,2019,22,55,11087
IndiGo,3,Kolkata,3,Banglore,0,12,4,2019,22,15,4174
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,8,0,10262
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,9,35,12609
Vistara,10,Banglore,0,Delhi,2,3,6,2019,7,0,4668
SpiceJet,8,Mumbai,4,Hyderabad,3,24,5,2019,22,45,1965
IndiGo,3,Mumbai,4,Hyderabad,3,1,6,2019,6,25,4049
Air India,1,Kolkata,3,Banglore,0,12,4,2019,14,15,5195
IndiGo,3,Kolkata,3,Banglore,0,18,5,2019,20,20,4804
IndiGo,3,Banglore,0,Delhi,2,3,3,2019,13,0,7648
IndiGo,3,Chennai,1,Kolkata,4,3,5,2019,7,55,3850
Air India,1,Banglore,0,Delhi,2,15,4,2019,10,0,6121
IndiGo,3,Chennai,1,Kolkata,4,18,6,2019,5,15,3540
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,5,45,9134
Jet Airways,4,Kolkata,3,Banglore,0,6,6,2019,18,55,10844
IndiGo,3,Chennai,1,Kolkata,4,3,6,2019,22,5,5277
IndiGo,3,Delhi,2,Cochin,1,6,4,2019,16,0,5073
SpiceJet,8,Kolkata,3,Banglore,0,24,6,2019,6,55,3841
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,7,30,10877
Jet Airways,4,Delhi,2,Cochin,1,27,3,2019,17,30,5406
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,17,0,14151
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,18,25,14237
IndiGo,3,Mumbai,4,Hyderabad,3,24,6,2019,1,40,2754
Air India,1,Kolkata,3,Banglore,0,18,5,2019,7,0,11306
Air Asia,0,Kolkata,3,Banglore,0,1,5,2019,22,40,5192
Vistara,10,Chennai,1,Kolkata,4,12,6,2019,7,5,3687
Multiple carriers,6,Delhi,2,Cochin,1,3,6,2019,3,50,12192
Jet Airways,4,Delhi,2,Cochin,1,27,5,2019,13,0,12898
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,19,45,14924
SpiceJet,8,Kolkata,3,Banglore,0,24,5,2019,11,35,8479
Multiple carriers,6,Delhi,2,Cochin,1,27,5,2019,14,0,6943
Multiple carriers,6,Delhi,2,Cochin,1,27,6,2019,6,40,7354
Multiple carriers,6,Delhi,2,Cochin,1,6,6,2019,9,0,12192
IndiGo,3,Banglore,0,Delhi,2,3,5,2019,21,15,3943
Jet Airways,4,Delhi,2,Cochin,1,6,5,2019,19,10,15129
Vistara,10,Banglore,0,Delhi,2,9,4,2019,7,0,5403
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,9,25,13882
Jet Airways,4,Mumbai,4,Hyderabad,3,21,3,2019,19,35,5678
Vistara,10,Banglore,0,Delhi,2,27,4,2019,11,30,5403
Vistara,10,Banglore,0,Delhi,2,27,6,2019,21,0,4878
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,6,40,6494
IndiGo,3,Banglore,0,Delhi,2,24,3,2019,1,30,4777
Air India,1,Mumbai,4,Hyderabad,3,6,6,2019,13,55,3625
Air India,1,Kolkata,3,Banglore,0,1,4,2019,12,0,9258
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,13,0,10262
Air India,1,Banglore,0,Delhi,2,1,3,2019,5,50,17686
IndiGo,3,Kolkata,3,Banglore,0,3,4,2019,15,15,4174
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,10,20,7485
Air India,1,Kolkata,3,Banglore,0,18,5,2019,8,20,11222
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,17,0,12121
Air India,1,Kolkata,3,Banglore,0,21,5,2019,8,20,10697
Jet Airways,4,Delhi,2,Cochin,1,9,5,2019,11,30,12373
SpiceJet,8,Kolkata,3,Banglore,0,21,5,2019,8,35,6381
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,17,55,17072
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,9,40,10368
IndiGo,3,Banglore,0,Delhi,2,24,5,2019,18,25,4823
Air India,1,Delhi,2,Cochin,1,3,3,2019,9,45,27282
IndiGo,3,Mumbai,4,Hyderabad,3,12,6,2019,20,5,2227
IndiGo,3,Banglore,0,Delhi,2,9,3,2019,0,40,4545
IndiGo,3,Kolkata,3,Banglore,0,21,3,2019,17,15,4148
IndiGo,3,Kolkata,3,Banglore,0,12,3,2019,15,10,4148
Air India,1,Banglore,0,Delhi,2,21,3,2019,8,15,7642
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,16,0,10262
Jet Airways,4,Banglore,0,Delhi,2,24,5,2019,8,20,4030
IndiGo,3,Delhi,2,Cochin,1,27,6,2019,14,25,5000
SpiceJet,8,Delhi,2,Cochin,1,9,6,2019,8,45,5264
Jet Airways,4,Banglore,0,Delhi,2,1,6,2019,18,55,7229
Jet Airways,4,Delhi,2,Cochin,1,3,6,2019,8,0,10577
Air India,1,Kolkata,3,Banglore,0,24,5,2019,5,50,12723
Jet Airways,4,Delhi,2,Cochin,1,1,6,2019,21,50,14714
Jet Airways,4,Delhi,2,Cochin,1,21,3,2019,2,15,7438
Air India,1,Kolkata,3,Banglore,0,15,5,2019,20,30,10203
Air Asia,0,Kolkata,3,Banglore,0,27,3,2019,22,50,3782
Jet Airways,4,Delhi,2,Cochin,1,12,6,2019,5,30,13014
Multiple carriers,6,Delhi,2,Cochin,1,15,5,2019,19,0,8073
IndiGo,3,Kolkata,3,Banglore,0,9,5,2019,15,30,4804
IndiGo,3,Kolkata,3,Banglore,0,9,5,2019,7,10,4864
Multiple carriers,6,Delhi,2,Cochin,1,6,3,2019,6,40,15135
Air India,1,Kolkata,3,Banglore,0,6,6,2019,16,50,8366
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,5,30,13292
Air India,1,Banglore,0,Delhi,2,15,6,2019,17,0,7171
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,9,35,12121
Air India,1,Delhi,2,Cochin,1,12,6,2019,10,55,11753
IndiGo,3,Banglore,0,Delhi,2,1,3,2019,5,15,8064
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,15,0,10262
IndiGo,3,Chennai,1,Kolkata,4,3,5,2019,22,5,5277
Jet Airways,4,Banglore,0,Delhi,2,9,6,2019,17,45,8016
Air India,1,Mumbai,4,Hyderabad,3,12,3,2019,5,30,11342
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,6,30,7594
Air Asia,0,Banglore,0,Delhi,2,3,6,2019,11,10,4483
Jet Airways,4,Delhi,2,Cochin,1,18,5,2019,20,0,16263
Air India,1,Kolkata,3,Banglore,0,12,5,2019,10,0,13243
Jet Airways,4,Banglore,0,Delhi,2,12,6,2019,6,0,6478
Jet Airways,4,Delhi,2,Cochin,1,6,3,2019,23,5,15764
Air India,1,Kolkata,3,Banglore,0,3,4,2019,9,10,4647
Jet Airways,4,Banglore,0,Delhi,2,3,6,2019,19,50,8016
Air India,1,Kolkata,3,Banglore,0,12,6,2019,20,45,4145
Multiple carriers,6,Delhi,2,Cochin,1,27,3,2019,7,30,8055
Air India,1,Delhi,2,Cochin,1,18,5,2019,17,15,12409
IndiGo,3,Kolkata,3,Banglore,0,24,3,2019,9,35,6038
Air Asia,0,Kolkata,3,Banglore,0,21,5,2019,22,50,4107
Air India,1,Delhi,2,Cochin,1,21,5,2019,5,55,11911
Jet Airways,4,Banglore,0,Delhi,2,1,3,2019,22,50,25735
Air India,1,Kolkata,3,Banglore,0,6,6,2019,9,25,11458
Air Asia,0,Delhi,2,Cochin,1,24,4,2019,16,45,6152
Jet Airways,4,Kolkata,3,Banglore,0,9,6,2019,21,10,10844
Vistara,10,Chennai,1,Kolkata,4,24,5,2019,17,45,11982
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,6,30,13941
IndiGo,3,Delhi,2,Cochin,1,27,3,2019,14,20,6938
Jet Airways,4,Delhi,2,Cochin,1,27,6,2019,13,25,15339
Jet Airways,4,Delhi,2,Cochin,1,3,3,2019,5,25,20064
Multiple carriers,6,Delhi,2,Cochin,1,15,6,2019,14,55,6093
Multiple carriers Premium economy,7,Delhi,2,Cochin,1,21,3,2019,19,0,10885
Air India,1,Delhi,2,Cochin,1,1,6,2019,13,30,8907
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,6,30,9663
IndiGo,3,Delhi,2,Cochin,1,27,4,2019,5,5,7160
Multiple carriers Premium economy,7,Delhi,2,Cochin,1,21,3,2019,7,30,11269
Jet Airways,4,Mumbai,4,Hyderabad,3,1,4,2019,19,35,5678
Jet Airways,4,Mumbai,4,Hyderabad,3,27,5,2019,2,55,5678
Air India,1,Delhi,2,Cochin,1,6,6,2019,9,45,8907
Jet Airways,4,Mumbai,4,Hyderabad,3,27,6,2019,2,55,3210
Air India,1,Banglore,0,Delhi,2,15,5,2019,6,10,6961
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,14,5,14815
Jet Airways,4,Kolkata,3,Banglore,0,6,5,2019,20,25,11467
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,14,35,10919
GoAir,2,Delhi,2,Cochin,1,3,6,2019,14,25,9069
SpiceJet,8,Kolkata,3,Banglore,0,1,5,2019,15,5,4649
IndiGo,3,Banglore,0,Delhi,2,3,6,2019,18,25,4823
Air India,1,Kolkata,3,Banglore,0,21,5,2019,14,35,6528
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,5,45,22270
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,10,45,15654
Vistara,10,Kolkata,3,Banglore,0,1,4,2019,20,20,7770
IndiGo,3,Kolkata,3,Banglore,0,3,5,2019,4,40,4804
Jet Airways,4,Delhi,2,Cochin,1,15,6,2019,19,30,10368
IndiGo,3,Delhi,2,Cochin,1,3,3,2019,21,5,7673
IndiGo,3,Delhi,2,Cochin,1,21,4,2019,5,35,6015
IndiGo,3,Kolkata,3,Banglore,0,24,4,2019,11,30,4804
Jet Airways,4,Kolkata,3,Banglore,0,15,5,2019,20,0,13941
Air Asia,0,Kolkata,3,Banglore,0,9,5,2019,19,55,5162
Air India,1,Banglore,0,Delhi,2,9,3,2019,11,5,10657
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,16,30,14781
IndiGo,3,Mumbai,4,Hyderabad,3,3,4,2019,19,5,2754
Air India,1,Banglore,0,Delhi,2,12,3,2019,6,50,11474
Jet Airways,4,Kolkata,3,Banglore,0,18,5,2019,18,55,7757
Jet Airways,4,Mumbai,4,Hyderabad,3,3,4,2019,2,55,2228
Jet Airways,4,Banglore,0,Delhi,2,15,3,2019,8,0,10405
GoAir,2,Banglore,0,Delhi,2,27,6,2019,7,45,3419
Jet Airways,4,Delhi,2,Cochin,1,9,6,2019,17,30,10262
Air India,1,Mumbai,4,Hyderabad,3,9,6,2019,13,55,3100
Jet Airways,4,Delhi,2,Cochin,1,9,3,2019,2,15,11848
Air India,1,Delhi,2,Cochin,1,9,4,2019,20,30,5683
Jet Airways,4,Kolkata,3,Banglore,0,9,5,2019,8,25,9663
Jet Airways,4,Banglore,0,Delhi,2,24,4,2019,19,50,4544
Jet Airways,4,Mumbai,4,Hyderabad,3,27,5,2019,2,55,4050
Vistara,10,Kolkata,3,Banglore,0,9,5,2019,20,20,9187
Vistara,10,Kolkata,3,Banglore,0,1,4,2019,20,20,8452
Air India,1,Kolkata,3,Banglore,0,18,5,2019,9,25,11668
Air India,1,Delhi,2,Cochin,1,9,6,2019,14,25,13381
Multiple carriers,6,Delhi,2,Cochin,1,18,5,2019,7,0,8073
Air Asia,0,Kolkata,3,Banglore,0,1,3,2019,10,20,5620
Jet Airways,4,Kolkata,3,Banglore,0,12,6,2019,14,5,12739
Air Asia,0,Kolkata,3,Banglore,0,3,5,2019,19,55,5989
Air India,1,Kolkata,3,Banglore,0,21,5,2019,9,25,8891
Jet Airways,4,Banglore,0,Delhi,2,27,4,2019,19,50,4544
Jet Airways,4,Delhi,2,Cochin,1,6,6,2019,16,0,10262
Vistara,10,Kolkata,3,Banglore,0,21,5,2019,17,0,9345
Vistara,10,Banglore,0,Delhi,2,1,3,2019,19,40,21730
IndiGo,3,Delhi,2,Cochin,1,15,6,2019,9,15,6838
Air India,1,Mumbai,4,Hyderabad,3,12,3,2019,21,0,10943
IndiGo,3,Banglore,0,Delhi,2,18,6,2019,4,0,3943
SpiceJet,8,Banglore,0,Delhi,2,18,6,2019,5,55,3573
SpiceJet,8,Kolkata,3,Banglore,0,15,5,2019,9,0,3841
Multiple carriers,6,Delhi,2,Cochin,1,21,5,2019,9,45,9646
Air India,1,Delhi,2,Cochin,1,18,3,2019,18,5,4729
Jet Airways,4,Banglore,0,Delhi,2,6,3,2019,22,50,17261
Jet Airways,4,Kolkata,3,Banglore,0,1,5,2019,14,5,13941
Jet Airways,4,Kolkata,3,Banglore,0,21,5,2019,21,10,10844
